"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"West Nile","GO:0006778","porphyrin-containing compound metabolic process","29/6513","54/18986",0.537037037037037,1.56551284894598,3.00712504421978,0.00261338198726284,0.0192330462380588,0.0142585563433125,"BLVRB/ABCC1/BLVRA/SLC46A1/RSAD1/NFE2L1/UROD/PPOX/SLC11A2/FXN/ABCB6/TMEM14EP/UROS/HMBS/ALAD/FECH/SLC6A9/SPTA1/ATP5IF1/ABCB10/SLC48A1/ALAS1/IREB2/HMOX2/IBA57/TSPO/SLC25A39/SUCLA2/TMEM14A",29
"West Nile","GO:0019083","viral transcription","29/6513","54/18986",0.537037037037037,1.56551284894598,3.00712504421978,0.00261338198726284,0.0192330462380588,0.0142585563433125,"CCL5/IFITM3/SP100/TRIM21/CCL4/TRIM31/TRIM14/GTF2B/CCL3/SNW1/UBP1/TFAP4/LEF1/INPP5K/NUCKS1/CCNT2/JUN/TARBP2/SMARCA4/CHD1/MID2/USF1/USF2/EP300/DHX9/TRIM13/CDK9/ZNF639/RSF1",29
"West Nile","GO:0031114","regulation of microtubule depolymerization","21/6513","36/18986",0.583333333333333,1.70047085316546,3.03981455931045,0.00267128209816256,0.0195304789917104,0.0144790602418523,"MID1IP1/ATXN7/BMERB1/APC/TRPV4/CLASP1/HDAC6/SPAST/KIF21A/CAMSAP2/TRIM54/WDR47/AURKB/CIB1/MAP1S/HDGFL3/CLASP2/GAS2L1/MAP6D1/TAOK1/ARHGEF2",21
"West Nile","GO:0046825","regulation of protein export from nucleus","21/6513","36/18986",0.583333333333333,1.70047085316546,3.03981455931045,0.00267128209816256,0.0195304789917104,0.0144790602418523,"IFI27/SP100/CAMK1/PRKACA/IL1B/BARD1/PRP4K/RAPGEF3/XPO1/MDM2/GAS6/CTDSPL2/TXN/GSK3B/BAG3/RBM22/TPR/ANP32B/CDK5/EMD/RANGAP1",21
"West Nile","GO:1902882","regulation of response to oxidative stress","21/6513","36/18986",0.583333333333333,1.70047085316546,3.03981455931045,0.00267128209816256,0.0195304789917104,0.0144790602418523,"GCH1/NCOA7/PINK1/USP25/MCTP1/NFE2L2/HDAC6/FUT8/DHFR/MEAK7/ABCD1/TBC1D24/PNPLA8/OXR1/FADS2/STOX1/FBLN5/MAPKAP1/SLC7A11/SESN3/SESN2",21
"West Nile","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","21/6513","36/18986",0.583333333333333,1.70047085316546,3.03981455931045,0.00267128209816256,0.0195304789917104,0.0144790602418523,"CD274/JAK3/ZC3H12A/ASCL2/CD69/IL4R/RC3H1/SMAD7/ANXA1/VSIR/BCL6/RC3H2/LGALS1/ARG2/CBLB/RUNX3/ITCH/STAT5A/FOXP3/CBFB/LOXL3",21
"West Nile","GO:0009154","purine ribonucleotide catabolic process","60/6513","129/18986",0.465116279069767,1.35585715867014,2.93051966544239,0.00267286565841117,0.0195304789917104,0.0144790602418523,"PFKFB3/PDE4B/AMPD3/NT5C2/STAT3/P2RX7/SLC2A6/INSR/KAT2B/NUPR1/PRKACA/BPGM/UCP2/HK2/PFKP/ADPGK/PSEN1/PDE7A/HIF1A/SRC/CBFA2T3/GPD1/IGF1/PRXL2C/MLST8/FBP1/ENO2/PRKAG2/GIT1/PGAM1/NUDT18/PGAM4/DDIT4/GPI/APP/PDE2A/FOXK2/JMJD8/FKRP/GALK1/HDAC4/ARL2/ENTPD4/GAPDH/PDE8A/ENO3/ALDOC/PPP2CA/EP300/MFSD8/TREX1/LDHA/PFKFB2/IER3/GAPDHS/ZBTB7A/OGT/PRKAA1/TPI1/MLXIPL",60
"West Nile","GO:0007052","mitotic spindle organization","62/6513","134/18986",0.462686567164179,1.34877432276664,2.9277134398869,0.0026751986721582,0.0195304789917104,0.0144790602418523,"RIPOR2/KPNB1/STMN1/HSPA1B/HSPA1A/CHMP5/CENPJ/AAAS/PRICKLE1/NDC80/NUP62/PLK3/RANGRF/TACC3/RCC1/BIRC5/ZNF207/SASS6/ABRAXAS1/CLASP1/MYBL2/KIF11/SPAST/STAG2/KIFC2/HNRNPU/ABRAXAS2/VPS4B/PTPA/EML3/WDR62/RAB11A/CHMP2A/CEP192/BORA/CENPE/MAP4/DYNC1H1/CCDC61/TNKS/AURKB/SMC1A/UHRF1/TPR/PSRC1/CEP97/MAP1S/CHMP1B/STIL/VCP/CHEK2/DCTN6/FAM110A/NEK6/CLASP2/LSM14A/TACC2/STAG1/SPICE1/SBDS/TTK/FLNA",62
"West Nile","GO:0051225","spindle assembly","62/6513","134/18986",0.462686567164179,1.34877432276664,2.9277134398869,0.0026751986721582,0.0195304789917104,0.0144790602418523,"RIPOR2/KPNB1/HSPA1B/HSPA1A/CHMP5/GTF2B/CENPJ/AAAS/PRICKLE1/NDC80/FBXO5/SAC3D1/RANGRF/RPS3/RCC1/BIRC5/MAPRE3/INO80/ZNF207/SASS6/HAUS5/ABRAXAS1/CLASP1/MYBL2/RNF4/KIF11/STAG2/KIFC2/HNRNPU/NEK7/ABRAXAS2/VPS4B/SKA3/EML3/RAB11A/CHMP2A/CEP192/SENP6/DYNC1H1/CCDC61/TNKS/AURKB/SMC1A/UHRF1/TPR/CEP97/CHMP1B/STIL/CHEK2/NEK6/MLH1/CLASP2/TUBGCP6/CEP63/LSM14A/HAUS7/HAUS2/HAUS6/STAG1/SPICE1/FLNA/WASHC5",62
"West Nile","GO:0051170","import into nucleus","77/6513","172/18986",0.447674418604651,1.30501251522001,2.90369964759161,0.0027433980437859,0.0200055099357355,0.0148312278286383,"PML/KPNB1/PTGS2/ZC3H12A/POLA2/JAK2/ADAR/STAT3/TRAF3IP2/KPNA7/NFKBIA/XBP1/PRICKLE1/PPP3CA/PSEN1/PRKCD/NUP62/PKIG/JUP/RPL23/IPO13/SYK/NUP153/NUP98/NFATC3/SPG11/KPNA1/FAM53C/BCL3/PIK3R2/EIF4ENIF1/STK4/AKIRIN2/PHB2/LRRK2/NUP93/SUFU/NF1/TNPO1/NUTF2/TRIM28/STK3/KPNA5/SMAD3/NUP85/CDKN1A/ATF2/TXNIP/APPL1/NUP50/NUP58/CBLB/HSPA8/BAG3/HSP90AA1/RBM22/KPNA3/UFM1/TPR/EP300/KPNA2/FAM53B/PPP1R10/KPNA4/TMCO6/NUP188/LMNA/NUP54/TSC2/RGPD3/RANBP6/UBR5/MBTPS1/RGPD4/FLNA/MAVS/NUP107",77
"West Nile","GO:0048489","synaptic vesicle transport","25/6513","45/18986",0.555555555555556,1.61949605063378,3.00644820020288,0.00275603128218346,0.0200290419005551,0.0148486734190089,"MAP2/PINK1/TOR1A/LIN7A/DNM1/BLOC1S2/SPG11/RAB27A/LIN7B/RAB3A/LRRK2/CTNNB1/BLOC1S3/SYNJ1/KIF1B/SNAPIN/BLOC1S1/PICALM/TMEM230/AP1G1/DNM3/CDK5/DTNBP1/BORCS5/AP3S2",25
"West Nile","GO:0060338","regulation of type I interferon-mediated signaling pathway","25/6513","45/18986",0.555555555555556,1.61949605063378,3.00644820020288,0.00275603128218346,0.0200290419005551,0.0148486734190089,"USP18/ZBP1/OAS3/OAS1/STAT2/ISG15/NLRC5/IRF7/ADAR/IKBKE/TBK1/TTLL12/PTPN2/WNT5A/TRIM6/TRIM56/RBM47/PTPN1/STING1/TREX1/LSM14A/UBE2K/METTL3/YTHDF3/MAVS",25
"West Nile","GO:1901524","regulation of mitophagy","25/6513","45/18986",0.555555555555556,1.61949605063378,3.00644820020288,0.00275603128218346,0.0200290419005551,0.0148486734190089,"NOD2/AMBRA1/PINK1/FZD5/FBXO7/HK2/USP36/HIF1A/UBE2A/TOMM7/GSK3A/PARL/ATP5IF1/VPS13C/BNIP3L/STUB1/FKBP8/VPS13D/TSPO/DNM1L/TSC2/GBA1/CERS1/CSNK2A2/DELE1",25
"West Nile","GO:0015931","nucleobase-containing compound transport","103/6513","239/18986",0.430962343096234,1.25629526270921,2.88127040445889,0.00277880130576613,0.0201715712968569,0.0149543386060309,"MX2/SSB/CALHM6/KPNB1/IGF2BP3/RIPK1/PNPT1/CD47/SLC19A1/PANX1/P2RX7/FMR1/ABCC5/NXF1/PARP11/RFTN1/ABCC1/AAAS/CALHM2/ANKH/CALHM5/NUP205/POLDIP3/FYTTD1/SLC35A4/ADORA1/SLC25A6/SLC29A2/NUP62/UPF3A/NUP153/SIDT2/NUP98/SLC17A9/SMG1/NXT2/NUP160/NUP210/NSUN2/SLC29A3/TST/SETD2/XPO1/SLC25A24/SHOC2/HNRNPA2B1/CALHM1/NUP93/RSC1A1/SLC25A47/NUTF2/SLC35A5/SMG7/NUP85/QKI/MCM3AP/ZFP36L1/NUP50/PHAX/KHDRBS1/NUP58/SLC25A16/TMEM241/PABPN1/ZC3H11A/ZC3H11B/NXF3/ABCD1/SLC25A32/SRSF7/YTHDC1/THOC6/TNKS/SRSF3/G3BP2/SENP2/ENY2/TPR/EPG5/SLBP/SLC35A3/KHSRP/MAGOH/DHX9/SLC29A4/DDX39B/SLC35B3/SMG6/SLC33A1/NUP188/XPO5/NUP54/LRRC8E/SLC25A42/CR1/SUPT6H/NXT1/SLC46A2/SIDT1/SMG5/BICD2/RBM33/NUP107",103
"West Nile","GO:0051101","regulation of DNA binding","37/6513","73/18986",0.506849315068493,1.47751283523575,2.95376980822858,0.00282867903814194,0.0205103310960848,0.0152054806052937,"IFI16/SP100/E2F1/FOXC1/IL32/GTF2B/TFAP4/LEF1/PSEN1/TRIM6/RB1/TWIST1/IGF1/BCL3/SKI/NME1/H1-0/HABP4/ZNF593/JUN/TXN/EGF/SIRT2/ZC4H2/PINX1/TRAF6/TNKS/RNF220/ZNF675/LAMTOR5/GATA3/ZBTB7A/DOT1L/DDRGK1/NSD1/HJURP/RSF1",37
"West Nile","GO:0097061","dendritic spine organization","42/6513","85/18986",0.494117647058824,1.44039884032839,2.94051647613689,0.00283693785136854,0.0205468922840615,0.0152325855034098,"NEDD9/SHANK1/EPHB2/INSR/SIPA1L1/SRCIN1/CUX2/WASL/SLC30A1/BAIAP2/SHANK3/ITGA3/CAMK2B/LGMN/HDAC6/PICK1/LRRK2/PRNP/DOCK10/ABI3/TREM2/ABI2/APP/DIP2A/DHX36/PTPRD/PAFAH1B1/IGF1R/ABHD17B/LZTS3/DVL1/FYN/APOE/EEF2K/DNM3/ARHGAP33/CDK5/HOMER1/DTNBP1/LRP8/ZMYND8/ARF1",42
"West Nile","GO:0031341","regulation of cell killing","53/6513","112/18986",0.473214285714286,1.37946360027198,2.91043254110257,0.0029183994069106,0.0211129506357247,0.0156522369096868,"SERPINB9/STAP1/TAP2/LAG3/IL23A/LILRB1/ICAM1/CR1L/P2RX7/HLA-F/KIR2DL4/IL7R/IL12A/MICB/HLA-G/NECTIN2/IL12RB1/PTPRC/RASGRP1/FCER2/RIPK3/HLA-B/CD5L/HLA-E/IL18RAP/SYK/DNASE1L3/IL12B/ARRB2/B2M/CEACAM1/HLA-C/HFE/NCKAP1L/CD1A/CYRIB/PRF1/MR1/NCR1/HSPA8/CD59/HLA-H/GFER/HAVCR2/DNASE1/AP1G1/CD1C/PVR/CR1/CADM1/STAT5B/MICA/MAPK8",53
"West Nile","GO:0006968","cellular defense response","28/6513","52/18986",0.538461538461538,1.56966540292197,2.97242365373408,0.00292336654055878,0.0211160031976403,0.0156544999482885,"NCF1/LGALS3BP/CCR5/ADORA2A/KIR2DL4/MNDA/CXCL9/HLA-G/RELA/PTK2B/VEZF1/CD5L/BCL10/NCF2/DCDC2/LILRB2/LY96/CCR2/PRF1/NCR1/IL1RL2/FCMR/SPN/CCR3/CXCR2/LSP1/BECN1/CLEC5A",28
"West Nile","GO:0046777","protein autophosphorylation","80/6513","180/18986",0.444444444444444,1.29559684050702,2.87937482432955,0.00292543250311704,0.0211160031976403,0.0156544999482885,"EIF2AK2/RIPK1/NBN/LYN/JAK2/TNIK/INSR/NLRP12/ULK3/ERN1/ACVR1B/HCK/MAP3K3/PINK1/VRK2/DAPK2/FLT4/PTK2B/DAPK1/DDX3X/SRC/FLT1/SMG1/PEAK1/MAP3K20/PTK2/FGFR1/CALM3/PRKD2/MELK/CAMK2B/STK4/CAD/FES/LRRK2/CSF1R/LMTK2/RAP2C/MAPK3/CDK12/STK24/ERRFI1/DYRK1A/GSK3B/CAMK2D/PIKFYVE/OXSR1/MARK3/CDKL5/MAP3K12/SIK1/TRPM7/FGR/IGF1R/CALM1/ALK/CAMKK2/ATR/STK16/TNK1/MOB1B/STK26/MAP4K1/EPHB4/EIF2AK3/STK25/CALM2/GREM1/EEF2K/CHEK2/NEK6/TAF1/DYRK1B/PIM1/TAOK1/ATM/PTK6/MAP2K2/VEGFA/TXK",80
"West Nile","GO:2000677","regulation of transcription regulatory region DNA binding","20/6513","34/18986",0.588235294117647,1.71476052420047,3.01427500282071,0.00293019404226184,0.0211265006117027,0.0156622822812594,"FOXC1/IL32/GTF2B/PSEN1/TRIM6/RB1/TWIST1/IGF1/H1-0/ZNF593/ZC4H2/TRAF6/RNF220/ZNF675/LAMTOR5/GATA3/ZBTB7A/DOT1L/DDRGK1/NSD1",20
"West Nile","GO:0045055","regulated exocytosis","99/6513","229/18986",0.432314410480349,1.26023666472899,2.86295759109579,0.00295350220269664,0.0212705434845842,0.0157690694949649,"OTOF/PRAM1/P2RX1/LYN/STX11/SCIN/RAB11FIP1/P2RX7/HLA-F/FMR1/PRRT2/ADORA2B/BTK/HCK/SCAMP5/CCL3/LAT2/NAPA/RAB3GAP1/CORO1A/PSEN1/PTAFR/STXBP1/RASGRP1/RAB3D/NR4A3/SYK/PLEK/RAB31/TSPAN18/TPRG1L/RAB27A/SYT11/IL4R/ATP2A2/ADGRE2/RAB3A/CEACAM1/FES/GIT1/LRRK2/RAB5A/DOC2A/PRKCB/SNAP47/NCKAP1L/BCR/STXBP3/RAP1B/CASK/FOXF1/SYNJ1/SYP/FGR/ARL8B/SYT17/CCR2/SYT1/SYT15/RAC2/ARHGAP17/LAT/CBL/RAB10/BAIAP3/STXBP5/SYT8/SNAPIN/SYT12/RIMS2/BRAF/DVL1/SNAP23/PTGDR/VAMP8/SYNGR1/PIP5K1C/AP1G1/GATA2/CD300A/ITGB2/PTGDS/SEPTIN5/STX3/STX1B/CDK5/RABGEF1/RPH3AL/RIMS3/GAB2/HYAL3/SYT6/RAB26/DTNBP1/FCGR3A/FBXO45/SCRIB/SYN2/NKG7",99
"West Nile","GO:0031109","microtubule polymerization or depolymerization","65/6513","142/18986",0.457746478873239,1.33437350650811,2.8900134412767,0.0029578066452496,0.0212775550110973,0.0157742675402773,"MAP2/STMN1/HSPA1B/HSPA1A/CENPJ/FBXO5/MID1IP1/ATXN7/BMERB1/PDE4DIP/RPS3/BLOC1S2/APC/TRPV4/MAPRE3/CDKN1B/NEDD1/ZNF207/HAUS5/CLASP1/HDAC6/FES/GIT1/SPAST/MET/DYRK1A/KIF21A/CAMSAP2/KIF18B/CLIP3/SKA3/CAMSAP1/STMN3/TOGARAM1/RANBP9/TBCD/CEP192/MAP7D3/TRIM54/MAP4/NDEL1/ARL2/WDR47/CLIP1/AURKB/KIF2C/CIB1/ARHGEF7/PSRC1/MAP1S/MECP2/CDH5/CDK5RAP2/HDGFL3/SSNA1/CLASP2/TUBGCP6/NME7/GAS2L1/MAP6D1/HAUS7/TAOK1/HAUS2/ARHGEF2/HAUS6",65
"West Nile","GO:0006473","protein acetylation","31/6513","59/18986",0.525423728813559,1.5316589767011,2.95548421700248,0.00296964529935893,0.021338688607767,0.0158195893692686,"PML/KAT2B/GTF2B/XBP1/DIP2B/NAT8B/KAT2A/ARID5A/NAA80/FOXO1/DDX3X/NAT8/SPHK1/BMAL1/ATAT1/AANAT/HDAC6/HINT2/NAA10/SOX4/CREBBP/ESCO1/GSK3B/DIP2A/SIRT1/BLOC1S1/ING5/KAT6A/EP300/PRKAA1/TAOK1",31
"West Nile","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","61/6513","132/18986",0.462121212121212,1.34712626029991,2.89189860935775,0.00298252940215425,0.021407188562878,0.0158703723007593,"WHAMM/STX17/MIA3/PGAP1/BET1/YIF1A/SEC23IP/TRAPPC2L/RANGRF/GOPC/SAR1A/TFG/TRAPPC6A/TRAPPC10/SEC24D/TRAPPC13/YIF1B/TRAPPC1/LRRK2/GOSR1/SEC24A/SEC31B/SPAST/ERGIC2/COG3/SEC24B/TRAPPC8/USO1/TMED7/TRAPPC3L/SEC22B/NRBP1/VTI1A/COPB1/ARCN1/TRAPPC5/SEC31A/SEC23A/CNIH4/ARF4/GOLT1B/LMAN1/COPB2/RAB1A/TMED2/SEC23B/TRAPPC11/SCAP/TRAPPC9/STX5/TRAPPC3/VCP/HYOU1/SAR1B/RINT1/GBF1/TRIP11/ERGIC3/YIPF4/STX18/COPA",61
"West Nile","GO:0043087","regulation of GTPase activity","85/6513","193/18986",0.440414507772021,1.28384920076149,2.8640371829588,0.00302540437848629,0.0216905535014258,0.0160804469239882,"RIPOR2/SRGAP2/SEMA4D/DAB2IP/USP6NL/STMN1/DOCK8/RAPGEF2/ARAP2/CCL19/SIPA1L1/RTN4R/VAV3/FICD/DENND1B/ARAP3/EZH2/CCDC125/TIAM2/FGD2/RAB3GAP1/RASGRP1/RIC1/PKP4/RGS14/WNT5A/PTK2/RAPGEF3/TBC1D2/PIP5K1A/RACK1/RCC2/RASGRF1/LRRK2/FGD5/NF1/DOCK10/ARHGAP11A/MET/SLC27A4/GSK3B/RALBP1/BCR/CHN1/RABGAP1/CDKL5/STMN3/DOCK7/PIN1/EVI5L/CXCL13/LRCH1/CAV2/RAP1GAP/BCAR3/NDEL1/ARHGAP17/RGS1/ABR/FERMT2/VAV2/ARL2/DVL2/TMED2/SNX9/AGRN/TBC1D15/ARHGEF7/ARFGEF1/HRAS/RALGAPB/RGS16/CHN2/PLXNB2/FGD4/RALGAPA1/TSC2/SH3BP4/RANGAP1/TBC1D7/SCRIB/MTSS2/RASA4/DVL3/EPHA2",85
"West Nile","GO:0106027","neuron projection organization","46/6513","95/18986",0.48421052631579,1.4115186630787,2.90558940539553,0.00306526192071776,0.0219516739344676,0.0162740304240137,"NEDD9/SHANK1/EPHB2/INSR/SIPA1L1/SRCIN1/PSEN1/CUX2/WASL/SLC30A1/BAIAP2/SHANK3/ITGA3/CAMK2B/LGMN/HDAC6/PICK1/LRRK2/PRNP/DOCK10/GSK3B/ABI3/TREM2/ABI2/APP/DIP2A/DHX36/PTPRD/PAFAH1B1/IGF1R/ABCD1/ABHD17B/LZTS3/DVL1/FYN/APOE/EEF2K/DNM3/ARHGAP33/CDK5/ABCD2/HOMER1/DTNBP1/LRP8/ZMYND8/ARF1",46
"West Nile","GO:0043648","dicarboxylic acid metabolic process","48/6513","100/18986",0.48,1.39924458774758,2.89254033333766,0.00314920783353033,0.0225023933339952,0.0166823101884528,"IDO1/SLC19A1/ME3/QPRT/HAAO/FAHD2B/GLS/SLC46A1/KYNU/MTHFD2/ALDH1L2/L2HGDH/AMDHD1/ASL/D2HGDH/DDO/FAHD2A/FOLR1/ME2/GRHPR/GOT1/FAHD1/GLUD2/ACOT8/DLD/DHFR/MDH2/KYAT3/MTRR/ALDH5A1/ALDH4A1/ACLY/SLC25A32/ADHFE1/GLUL/KMO/ACSF3/ASS1/HAL/MTHFD1/GCLM/FH/GLUD1/GLS2/SLC7A11/SUCLA2/IDH1/ADSS2",48
"West Nile","GO:0044784","metaphase/anaphase transition of cell cycle","48/6513","100/18986",0.48,1.39924458774758,2.89254033333766,0.00314920783353033,0.0225023933339952,0.0166823101884528,"DUSP1/NDC80/FBXO5/MAD2L1BP/SPC24/PRP4K/TACC3/ANAPC15/APC/BIRC5/ANAPC7/BRD7/MAP3K20/RB1/ZNF207/HASPIN/PBRM1/BCL7C/CDC27/RAD21/SMARCA4/SKA3/KLHL22/SMARCD3/ANAPC11/CENPE/MAD1L1/BUB3/BUB1/PRAP1/AURKB/KNTC1/ARID1B/TPR/CDK5RAP2/DPF2/DYNC1LI1/CENPF/NEK6/PHF10/BCL7B/ESPL1/SPDL1/ANAPC2/ATM/TTK/ZWILCH/BUB1B",48
"West Nile","GO:0001562","response to protozoan","19/6513","32/18986",0.59375,1.73083640411485,2.98988925055623,0.00320532015841401,0.0228267393221279,0.0169227664058026,"BATF2/GBP4/GBP2/GBP1/CD40/GBP7/MYD88/BPGM/TSPAN32/SLC11A1/IL12B/BCL3/IL4R/CCDC88B/SPN/HRAS/IER3/LYST/NKG7",19
"West Nile","GO:0006221","pyrimidine nucleotide biosynthetic process","19/6513","32/18986",0.59375,1.73083640411485,2.98988925055623,0.00320532015841401,0.0228267393221279,0.0169227664058026,"CMPK2/CDA/SLC4A7/DCK/NME1/NME3/CAD/TYMS/DTYMK/NME4/NME6/UCK2/DHODH/TBPL1/DUT/NME7/UPRT/NME2/AK5",19
"West Nile","GO:0019883","antigen processing and presentation of endogenous antigen","19/6513","32/18986",0.59375,1.73083640411485,2.98988925055623,0.00320532015841401,0.0228267393221279,0.0169227664058026,"TAP1/TAP2/HLA-F/MICB/HLA-G/HLA-B/HLA-E/B2M/HLA-C/HFE/ERAP1/ERAP2/CD1A/TAPBP/ATG5/HLA-H/CD1C/MICA/IDE",19
"West Nile","GO:0040029","epigenetic regulation of gene expression","124/6513","295/18986",0.420338983050847,1.22532718136088,2.8185043017607,0.00324647390299389,0.0230940704814309,0.017120954272148,"APOBEC3A/ZNFX1/IFI16/BAZ1A/LMNB1/PIWIL4/H2AC18/H2AC19/PCGF5/KPNA7/SMARCA5/SMCHD1/CENPV/H2AC20/APOBEC3F/KAT2B/ARID4B/BAZ2A/H3-3B/DNMT3A/EZH2/CDK2/SAMD1/IGF2/SIN3A/RIF1/MBD2/H2AC6/KDM1B/OGG1/H2AC21/TRIP12/TET2/PHF8/EED/BRD7/RB1/SPOCD1/LRIF1/METTL4/HDAC6/ATRX/H1-0/UBR2/TRIM28/DYRK1A/TDRD9/CIZ1/ATF2/ATF7IP2/HNRNPU/CDYL/SIRT2/RLF/EPC1/PHB1/HDAC5/SMARCA4/PPM1D/GPX1/CGGBP1/PHF19/BCL6/SMYD5/GSK3A/ATAD2B/APP/CDKN2B-AS1/RNF8/MBD1/SIRT1/SPEN/RESF1/H2AZ2/EHMT2/AICDA/PADI2/MEN1/CBX3/CHEK1/YTHDC1/SUV39H1/HDAC4/H3-3A/MTA1/SIRT5/LMNB2/UHRF1/L3MBTL3/ARID1B/TPR/EP300/NOC2L/MPHOSPH8/MECP2/BMI1/HDAC8/APOBEC3C/RRP8/KDM5A/H3C4/ING2/H2AJ/PIK3CA/RBBP5/ALKBH1/H2AC7/KAT8/LBR/DOT1L/CTCF/PHF2/KMT2E/LMNA/SPTY2D1/JARID2/METTL3/UBR5/STPG4/HNRNPK/HDAC11/ASH2L/UHRF2/MIS18A",124
"West Nile","GO:0031577","spindle checkpoint signaling","27/6513","50/18986",0.54,1.57415016121603,2.93749238519028,0.00326990474629197,0.0232090572436812,0.0172062005304884,"DUSP1/NDC80/MAD2L1BP/SPC24/PRP4K/ANAPC15/APC/BIRC5/ZNF207/HASPIN/SKA3/KLHL22/MAD1L1/BUB3/BUB1/PRAP1/AURKB/KNTC1/TPR/CDK5RAP2/DYNC1LI1/CENPF/SPDL1/ATM/TTK/ZWILCH/BUB1B",27
"West Nile","GO:0043368","positive T cell selection","27/6513","50/18986",0.54,1.57415016121603,2.93749238519028,0.00326990474629197,0.0232090572436812,0.0172062005304884,"JAK3/IL23A/SOCS3/IL6/STAT3/CYLD/CD69/IL6ST/IL12RB1/PTPRC/CTSL/PTPN2/JAK1/BCL2/STAT6/IL12B/NFATC3/BRD2/LGALS1/ITPKB/BRAF/SPN/EP300/STAT5A/FOXP3/LOXL3/ZFPM1",27
"West Nile","GO:0051303","establishment of chromosome localization","54/6513","115/18986",0.469565217391304,1.36882622714437,2.86670918267987,0.00329849510525748,0.0233860008128577,0.0173373789106296,"KPNB1/KAT2B/CHMP5/NDC80/NUP62/KIF22/SPC24/APC/BIRC5/RB1/ZNF207/ABRAXAS1/RCC2/DSN1/MIS12/HNRNPU/SIRT2/ABRAXAS2/VPS4B/SKA3/EML3/RAB11A/CHMP2A/SIRT1/PINX1/RRS1/CENPE/PMF1/CDCA5/MAD1L1/UBE2B/NDEL1/CDT1/DYNC1H1/BUB3/AURKB/KIF2C/KNTC1/PSRC1/MAP1S/CHMP1B/NSL1/BECN1/SGO1/CENPF/MLH1/CENPC/SPDL1/GEM/ATM/CHAMP1/SPICE1/TTK/ZWILCH",54
"West Nile","GO:0008033","tRNA processing","62/6513","135/18986",0.459259259259259,1.33878340185725,2.85451408849464,0.0033129797583443,0.0234626548739506,0.0173942069468912,"SSB/RTCB/KARS1/DUS2/RPP25/B3GNTL1/OSGEP/TRMT1L/NSUN3/TRMT2A/POP5/LAGE3/CTU2/TRMT1/QTRT1/NSUN2/RPP25L/MTO1/QTRT2/QNG1/PUSL1/OSGEPL1/ELP5/DUS1L/RPP14/HSD17B10/TRMT5/DALRD3/PUS10/ANKRD16/ELAC2/CDKAL1/TRUB2/TRPT1/GRSF1/GTDC1/YRDC/ALKBH8/TSEN2/URM1/GTPBP3/PUS1/TRNT1/ZBTB8OS/ADAT2/TRUB1/CTU1/CLP1/PUS3/TRMT11/ALKBH1/DUS3L/TRMU/TRMO/TSEN54/C2orf49/PUS7/RPP21/KTI12/DDX1/THG1L/POP7",62
"West Nile","GO:0072655","establishment of protein localization to mitochondrion","58/6513","125/18986",0.464,1.35260310148933,2.85804561307251,0.00332755788700862,0.0235088190200072,0.0174284310666401,"DNAJA1/ABLIM3/BCS1L/PINK1/FZD5/FBXO7/SAMM50/HK2/HSPA1L/USP36/DNAJC15/TOMM40/TIMM44/TOMM40L/PMPCA/TIMM50/HAX1/RNF31/RALA/LRRK2/FIS1/BBC3/SH3GLB1/TOMM7/DNLZ/ARIH2/TOMM22/DDIT3/GSK3A/TIMM21/PARL/UBE2D3/NDUFA13/TIMM13/BID/GDAP1/MTCH1/OXA1L/TIMM17B/ATP5IF1/PAM16/BNIP3L/RAC2/TOMM6/LMAN1/HSP90AA1/MTX1/TIMM8A/NPEPPS/MAIP1/PRKAA1/TSPO/ROMO1/LEPROT/UBE2L3/MAPK8/CSNK2A2/IMMP2L",58
"West Nile","GO:0031098","stress-activated protein kinase signaling cascade","30/6513","57/18986",0.526315789473684,1.53425941638989,2.91901385443765,0.00333053869960966,0.0235088190200072,0.0174284310666401,"EIF2AK2/SCIMP/NOD2/FAS/RIPK2/MAP2K6/CD2AP/IGFBP6/NOD1/FOXO1/IL1A/FOXM1/MAP3K20/QARS1/MAPK3/NBR1/PDCD10/CARD9/DUSP10/KLHDC10/TLR4/MAPK1/STK25/ARL6IP5/MAPK13/MAP2K1/TAOK1/MAP2K2/MAPK8/MAP3K5",30
"West Nile","GO:1904356","regulation of telomere maintenance via telomere lengthening","30/6513","57/18986",0.526315789473684,1.53425941638989,2.91901385443765,0.00333053869960966,0.0235088190200072,0.0174284310666401,"GCH1/PML/TINF2/XRN1/TNKS2/HNRNPA2B1/CTNNB1/HNRNPU/NEK7/DHX36/ERCC4/PINX1/STN1/DCP2/PARP1/ATR/TNKS/HSP90AA1/HNRNPC/GNL3L/HNRNPD/PTGES3/SMG6/ATM/SLX1B/SLX1A/EXOSC10/CCT6A/SMG5/FBXO4",30
